symbol,earnings_date,eps_estimate,reported_eps,surprise
KLAC,2009-01-29,-0.07,-0.12,-80.53
KLAC,2008-10-30,0.34,0.32,-7.03
KLAC,2008-07-31,0.57,0.6,+4.53
KLAC,2008-04-24,0.63,0.67,+6.97
KLAC,2008-01-24,0.7,0.75,+6.69
KLAC,2007-10-25,0.76,0.76,-0.18
KLAC,2007-07-26,0.85,0.9,+5.29
KLAC,2007-04-26,0.78,0.84,+8.32
KLAC,2007-02-05,0.71,0.72,+0.82
KLAC,2007-01-29,0.67,0.67,-0.68
KLAC,2006-04-27,0.56,0.63,+12
KLAC,2006-01-26,0.47,0.5,+6.88
KLAC,2005-10-27,0.48,0.5,+3.63
KLAC,2005-07-28,0.48,0.52,+8.26
KLAC,2005-04-28,0.56,0.61,+9.34
KLAC,2005-01-20,0.59,0.61,+3.1
KLAC,2004-10-21,0.57,0.58,+1.91
KLAC,2004-07-29,0.45,0.48,+5.67
KLAC,2004-04-21,0.29,0.33,+13.97
KLAC,2004-01-22,0.19,0.22,+14.23
KLAC,2003-10-22,0.17,0.18,+7.05
KLAC,2003-07-24,0.15,0.15,+2.99
KLAC,2003-04-23,0.12,0.14,+14.68
KLAC,2003-01-23,0.14,0.15,+7.43
KLAC,2002-10-22,0.23,0.23,+0.57
KLAC,2002-07-30,0.2,0.23,+13.82
KLAC,2002-04-18,0.15,0.17,+13.03
KLAC,2002-01-23,0.24,0.25,+6.09
KLAC,2001-10-18,0.43,0.44,+3.05
KLAC,2001-07-31,0.26,0.29,+10.57
KLAC,2001-04-18,0.44,0.48,+10.09
KLAC,2001-01-17,0.55,0.57,+3.26
KLAC,2000-10-12,0.51,0.54,+5.54
KLAC,2000-07-27,0.43,0.47,+8.73
KO,2025-07-21,-,-,-
KO,2025-04-28,-,-,-
KO,2025-02-05,-,-,-
KO,2024-10-23,0.74,-,-
KO,2024-07-23,0.81,0.84,+4.27
KO,2024-04-30,0.7,0.72,+3.29
KO,2024-02-13,0.49,0.49,+0.4
KO,2023-10-24,0.69,0.74,+6.62
KO,2023-07-26,0.72,0.78,+8.03
KO,2023-04-24,0.65,0.68,+5.43
KO,2023-02-14,0.45,0.45,+0.4
KO,2022-10-25,0.64,0.69,+8.34
KO,2022-07-26,0.67,0.7,+4.7
KO,2022-04-25,0.58,0.64,+10.38
KO,2022-02-10,0.41,0.45,+9.4
KO,2021-10-27,0.58,0.65,+12.41
KO,2021-07-21,0.56,0.68,+20.83
KO,2021-04-19,0.5,0.55,+9.1
KO,2021-02-10,0.42,0.47,+12.43
KO,2020-10-22,0.46,0.55,+18.82
KO,2020-07-21,0.4,0.42,+4.97
KO,2020-04-21,0.44,0.51,+14.93
KO,2020-01-30,0.44,0.44,+0.66
KO,2019-10-18,0.56,0.56,-0.52
KO,2019-07-23,0.61,0.63,+2.6
KO,2019-04-23,0.46,0.48,+3.78
KO,2019-02-14,0.43,0.43,+0.42
KO,2018-10-30,0.55,0.58,+5.32
KO,2018-07-25,0.6,0.61,+1.47
KO,2018-04-24,0.46,0.47,+2.75
KO,2018-02-16,0.38,0.39,+1.35
KO,2017-10-25,0.49,0.5,+2.56
KO,2017-07-26,0.57,0.59,+2.69
KO,2017-04-25,0.44,0.43,-1.5
KO,2017-02-09,0.37,0.37,+1.06
KO,2016-10-26,0.48,0.49,+1.57
KO,2016-07-27,0.58,0.6,+2.76
KO,2016-04-20,0.44,0.45,+1.61
KO,2016-02-09,0.37,0.38,+2.03
KO,2015-10-21,0.5,0.51,+1.88
KO,2015-07-22,0.6,0.63,+4.77
KO,2015-04-22,0.42,0.48,+13.23
KO,2015-02-10,0.42,0.44,+4.36
KO,2014-10-21,0.53,0.53,+0.69
KO,2014-07-22,0.63,0.64,+1.13
KO,2014-04-15,0.44,0.44,-0.5
KO,2014-02-18,0.46,0.46,-0.57
KO,2013-10-15,0.53,0.53,-0.5
KO,2013-07-16,0.63,0.63,-0.06
KO,2013-04-16,0.45,0.46,+3.04
KO,2013-02-12,0.44,0.45,+3.27
KO,2012-10-16,0.51,0.51,+0.85
KO,2012-07-17,0.59,0.61,+2.77
KO,2012-04-17,0.44,0.45,+1.88
KO,2012-02-07,0.39,0.4,+2.22
KO,2011-10-18,0.51,0.52,+1.44
KO,2011-07-19,0.58,0.59,+0.75
KO,2011-04-26,0.43,0.43,-0.92
KO,2011-02-09,0.36,0.36,+0.61
KO,2010-10-19,0.45,0.46,+3.1
KO,2010-07-21,0.51,0.53,+3
KO,2010-04-20,0.37,0.4,+7.26
KO,2010-02-09,0.33,0.33,-0.68
KO,2009-10-20,0.41,0.41,+0.67
KO,2009-07-21,0.45,0.46,+3.06
KO,2009-04-21,0.32,0.33,+0.46
KO,2009-02-12,0.31,0.32,+4.4
KO,2008-10-15,0.38,0.42,+8.05
KO,2008-07-17,0.48,0.51,+5.41
KO,2008-04-16,0.31,0.34,+7.2
KO,2008-02-13,0.28,0.29,+5.45
KO,2007-10-17,0.34,0.36,+3.9
KO,2007-07-17,0.41,0.43,+3.85
KO,2007-04-17,0.27,0.28,+5.52
KO,2007-02-14,0.25,0.26,+3.86
KO,2006-10-19,0.3,0.31,+4.75
KO,2006-07-18,0.36,0.37,+3.2
KO,2006-04-19,0.24,0.25,+1.71
KO,2006-02-07,0.22,0.23,+3.23
KO,2005-10-20,0.26,0.28,+8.39
KO,2005-07-21,0.32,0.34,+5.84
KO,2005-04-19,0.22,0.24,+8.71
KO,2005-02-16,0.2,0.23,+15.51
KO,2004-10-21,0.23,0.25,+6.92
KO,2004-07-22,0.32,0.32,+0.93
KO,2004-04-21,0.22,0.23,+5.99
KO,2004-02-11,0.22,0.23,+3.31
KO,2003-10-16,0.26,0.28,+5.29
KO,2003-07-17,0.27,0.28,+5.56
KO,2003-04-16,0.19,0.19,-0.6
KO,2003-02-12,0.2,0.2,+1.04
KO,2002-10-16,0.24,0.24,+0.28
KO,2002-07-17,0.26,0.26,-
KO,2002-04-16,0.19,0.19,-2.42
KO,2002-01-29,0.18,0.19,+1.05
KO,2001-10-18,0.2,0.23,+13.59
KO,2001-07-18,0.22,0.23,+3.53
KO,2001-04-18,0.17,0.18,+5.15
KO,2001-01-31,0.19,0.19,-2.09
KO,2000-10-20,0.2,0.21,+2.58
LIN,2024-10-31,3.9,-,-
LIN,2024-08-02,3.78,3.85,+1.76
LIN,2024-05-02,3.68,3.75,+2.03
LIN,2024-02-06,3.49,3.59,+2.87
LIN,2023-10-26,3.57,3.63,+1.65
LIN,2023-07-27,3.48,3.57,+2.72
LIN,2023-04-27,3.13,3.42,+9.18
LIN,2023-02-07,2.91,3.16,+8.49
LIN,2022-10-27,2.93,3.1,+5.71
LIN,2022-07-28,2.96,3.1,+4.64
LIN,2022-04-28,2.78,2.93,+5.55
LIN,2022-02-10,2.67,2.77,+3.66
LIN,2021-10-28,2.66,2.73,+2.67
LIN,2021-07-30,2.54,2.7,+6.47
LIN,2021-05-06,2.26,2.49,+10.41
LIN,2021-02-05,2.14,2.3,+7.31
LIN,2020-11-04,1.97,2.15,+9.12
LIN,2020-07-30,1.65,1.9,+15.2
LIN,2020-05-07,1.84,1.89,+2.88
LIN,2020-02-13,1.84,1.89,+2.91
LIN,2019-11-12,1.78,1.94,+8.87
LIN,2019-08-05,1.73,1.83,+5.8
LIN,2019-05-10,1.59,1.69,+6.12
LIN,2019-03-18,1.5,1.46,-2.5
LIN,2018-11-09,1.6,1.69,+5.62
LIN,2018-07-26,1.69,1.72,+1.58
LIN,2018-04-26,1.56,1.65,+5.99
LIN,2018-01-25,1.48,1.52,+2.72
LIN,2017-10-26,1.45,1.5,+3.7
LIN,2017-07-27,1.42,1.46,+2.48
LIN,2017-04-27,1.34,1.37,+2.6
LIN,2017-01-26,1.41,1.41,+0.08
LIN,2016-10-27,1.41,1.41,+0.35
LIN,2016-07-28,1.36,1.39,+2
LIN,2016-04-29,1.27,1.28,+0.68
LIN,2016-01-29,1.47,1.47,+0.28
LIN,2015-10-29,1.45,1.46,+0.9
LIN,2015-07-29,1.46,1.45,-0.4
LIN,2015-04-29,1.44,1.43,-0.45
LIN,2015-01-28,1.57,1.57,+0.26
LIN,2014-10-29,1.62,1.62,-0.13
LIN,2014-07-23,1.59,1.58,-0.43
LIN,2014-04-23,1.51,1.51,+0.05
LIN,2014-01-29,1.55,1.59,+2.76
LIN,2013-10-30,1.51,1.51,-0.3
LIN,2013-07-24,1.48,1.49,+0.35
LIN,2013-04-24,1.38,1.38,-0.28
LIN,2013-01-23,1.38,1.38,+0.28
LIN,2012-10-24,1.39,1.39,-0.13
LIN,2012-07-25,1.42,1.42,-0.31
LIN,2012-04-25,1.36,1.38,+1.56
LIN,2012-01-25,1.37,1.36,-0.52
LIN,2011-10-26,1.39,1.4,+0.61
LIN,2011-07-27,1.37,1.38,+0.47
LIN,2011-04-27,1.26,1.29,+2.09
LIN,2011-01-26,1.23,1.25,+1.58
LIN,2010-10-27,1.2,1.21,+1.06
LIN,2010-07-28,1.14,1.19,+4.49
LIN,2010-04-28,1.09,1.09,-0.24
LIN,2010-01-27,1.09,1.09,+0.05
LIN,2009-10-28,1,1.02,+1.66
LIN,2009-07-29,0.99,0.96,-2.83
LIN,2009-04-29,0.92,0.93,+1.01
LIN,2009-01-28,0.96,1.01,+5.21
LIN,2008-10-29,1.06,1.11,+4.43
LIN,2008-07-23,1.06,1.08,+1.95
LIN,2008-04-23,0.95,0.99,+3.87
LIN,2008-01-23,0.97,0.98,+1.52
LIN,2007-10-24,0.91,0.94,+3.3
LIN,2007-07-25,0.87,0.89,+2.06
LIN,2007-04-25,0.8,0.81,+1.43
LIN,2007-01-24,0.78,0.82,+5.52
LIN,2006-10-25,0.73,0.75,+2.83
LIN,2006-07-26,0.71,0.75,+5.82
LIN,2006-04-26,0.65,0.68,+5.26
LIN,2006-01-25,0.64,0.67,+4.36
LIN,2005-10-26,0.6,0.61,+2.35
LIN,2005-07-27,0.62,0.63,+2.3
LIN,2005-04-27,0.58,0.59,+2.46
LIN,2005-01-26,0.54,0.55,+2.33
LIN,2004-10-27,0.53,0.53,-0.43
LIN,2004-07-28,0.52,0.53,+2.84
LIN,2004-04-28,0.46,0.49,+5.81
LIN,2004-01-27,0.47,0.47,+1.08
LIN,2003-10-29,0.45,0.46,+1.11
LIN,2003-07-23,0.43,0.44,+0.1
LIN,2003-04-21,0.39,0.4,+0.42
LIN,2003-01-29,0.42,0.43,+1.19
LIN,2002-10-23,0.43,0.43,-
LIN,2002-07-24,0.4,0.42,+4.35
LIN,2002-04-22,0.37,0.39,+3.53
LIN,2002-01-23,0.34,0.36,+4.65
LIN,2001-10-24,0.36,0.37,+2.28
LIN,2001-07-23,0.39,0.39,-0.77
LIN,2001-04-23,0.37,0.39,+3.36
LIN,2001-01-23,0.38,0.38,-
LIN,2000-10-19,0.38,0.38,-0.65
LIN,2000-07-24,0.38,0.38,-0.52
LIN,2000-04-20,0.34,0.36,+5.62
LIN,2000-01-25,0.35,0.35,+0.24
LLY,2025-08-06,-,-,-
LLY,2025-04-28,-,-,-
LLY,2025-02-04,-,-,-
LLY,2024-10-30,4.4,-,-
LLY,2024-08-08,2.6,3.92,+50.92
LLY,2024-04-30,2.46,2.58,+4.95
LLY,2024-02-06,2.22,2.49,+12.22
LLY,2023-11-02,-0.13,0.1,+174.32
LLY,2023-08-08,1.98,2.11,+6.6
LLY,2023-04-27,1.73,1.62,-6.24
LLY,2023-02-02,1.78,2.09,+17.41
LLY,2022-11-01,1.92,1.98,+3.29
LLY,2022-08-04,1.69,1.25,-25.97
LLY,2022-04-28,2.32,2.77,+19.25
LLY,2022-02-03,2.46,2.49,+1.27
LLY,2021-10-26,1.98,1.94,-1.9
LLY,2021-08-03,1.89,1.87,-1.19
LLY,2021-04-27,2.13,1.87,-12.02
LLY,2021-01-29,2.35,2.75,+16.81
LLY,2020-10-27,1.71,1.54,-10.05
LLY,2020-07-30,1.56,1.89,+21.02
LLY,2020-04-23,1.48,1.75,+18.24
LLY,2020-01-30,1.52,1.73,+13.67
LLY,2019-10-23,1.41,1.48,+5.34
LLY,2019-07-30,1.45,1.5,+3.45
LLY,2019-04-30,1.31,1.33,+1.31
LLY,2019-02-06,1.34,1.33,-0.7
LLY,2018-11-06,1.35,1.39,+2.96
LLY,2018-07-24,1.3,1.5,+15.77
LLY,2018-04-24,1.13,1.34,+18.29
LLY,2018-01-31,1.07,1.14,+6.15
LLY,2017-10-24,1.03,1.05,+2.18
LLY,2017-07-25,1.05,1.11,+5.41
LLY,2017-04-25,0.96,0.98,+1.76
LLY,2017-01-31,0.98,0.95,-2.89
LLY,2016-10-25,0.96,0.88,-8.12
LLY,2016-07-26,0.86,0.86,+0.26
LLY,2016-04-26,0.85,0.83,-2.07
LLY,2016-01-28,0.78,0.78,+0.04
LLY,2015-10-22,0.76,0.89,+17.23
LLY,2015-07-23,0.74,0.9,+21.99
LLY,2015-04-23,0.77,0.87,+13.52
LLY,2015-01-30,0.73,0.75,+2.07
LLY,2014-10-23,0.67,0.66,-1.35
LLY,2014-07-24,0.65,0.68,+4.26
LLY,2014-04-24,0.7,0.7,-0.65
LLY,2014-01-30,0.74,0.74,-0.15
LLY,2013-10-23,1.04,1.11,+7.04
LLY,2013-07-24,1,1.16,+15.49
LLY,2013-04-24,1.05,1.14,+8.44
LLY,2013-01-29,0.78,0.85,+8.37
LLY,2012-10-24,0.83,0.79,-4.74
LLY,2012-07-25,0.77,0.83,+7.55
LLY,2012-04-25,0.78,0.92,+17.67
LLY,2012-01-31,0.81,0.87,+7.72
LLY,2011-10-20,1.13,1.13,+0.22
LLY,2011-07-21,1.18,1.18,-0.3
LLY,2011-04-18,1.17,1.24,+6.18
LLY,2011-01-27,1.1,1.11,+1.18
LLY,2010-10-21,1.15,1.21,+5.07
LLY,2010-07-22,1.1,1.24,+12.4
LLY,2010-04-19,1.1,1.18,+6.93
LLY,2010-01-28,0.92,0.91,-0.97
LLY,2009-10-21,1.02,1.2,+17.94
LLY,2009-07-22,1.02,1.12,+9.54
LLY,2009-04-20,0.99,1.2,+20.89
LLY,2009-01-29,1.05,1.07,+2.18
LLY,2008-10-23,1.02,1.04,+1.73
LLY,2008-07-24,1,0.99,-0.5
LLY,2008-04-21,0.96,0.92,-3.97
LLY,2008-01-29,0.89,0.9,+0.86
LLY,2007-10-18,0.87,0.91,+4.13
LLY,2007-07-24,0.82,0.9,+9.13
LLY,2007-04-16,0.79,0.84,+6.68
LLY,2007-01-31,0.82,0.85,+4.06
LLY,2006-10-19,0.79,0.8,+1.27
LLY,2006-07-21,0.75,0.76,+0.92
LLY,2006-04-20,0.75,0.77,+2.79
LLY,2006-01-26,0.78,0.8,+2.51
LLY,2005-10-20,0.71,0.73,+2.88
LLY,2005-07-21,0.67,0.67,+0.75
LLY,2005-04-18,0.66,0.68,+3.23
LLY,2005-01-26,0.74,0.75,+2.04
LLY,2004-10-21,0.68,0.69,+1.53
LLY,2004-07-22,0.68,0.68,+0.37
LLY,2004-04-19,0.66,0.7,+5.98
LLY,2004-01-29,0.67,0.67,-0.06
LLY,2003-10-22,0.66,0.66,-0.33
LLY,2003-07-24,0.6,0.64,+5.9
LLY,2003-04-22,0.58,0.61,+5.97
LLY,2003-01-23,0.68,0.68,-0.43
LLY,2002-10-23,0.68,0.68,-0.61
LLY,2002-07-18,0.61,0.61,-0.52
LLY,2002-04-15,0.58,0.58,+0.71
LLY,2002-01-24,0.6,0.6,+0.44
LLY,2001-10-18,0.66,0.66,+0.14
LLY,2001-07-19,0.74,0.76,+3.02
LLY,2001-04-16,0.73,0.74,+1.37
LLY,2001-01-25,0.7,0.7,-0.42
LLY,2000-10-19,0.71,0.71,+0.55
LOW,2025-08-18,-,-,-
LOW,2025-05-19,-,-,-
LOW,2025-02-26,-,-,-
LOW,2024-11-19,2.81,-,-
LOW,2024-08-20,3.97,4.1,+3.35
LOW,2024-05-21,2.94,3.06,+4.05
LOW,2024-02-27,1.68,1.77,+5.56
LOW,2023-11-21,3.03,3.06,+0.93
LOW,2023-08-22,4.49,4.56,+1.6
LOW,2023-05-23,3.44,3.67,+6.61
LOW,2023-03-01,2.21,2.28,+3.2
LOW,2022-11-16,3.1,3.27,+5.4
LOW,2022-08-17,4.58,4.67,+1.86
LOW,2022-05-18,3.22,3.51,+8.86
LOW,2022-02-23,1.71,1.78,+4.21
LOW,2021-11-17,2.36,2.73,+15.85
LOW,2021-08-18,4.01,4.25,+5.93
LOW,2021-05-19,2.62,3.21,+22.59
LOW,2021-02-24,1.21,1.33,+9.88
LOW,2020-11-18,1.99,1.98,-0.39
LOW,2020-08-19,2.95,3.75,+27.23
LOW,2020-05-20,1.32,1.77,+34.47
LOW,2020-02-26,0.91,0.94,+2.87
LOW,2019-11-20,1.35,1.41,+4.42
LOW,2019-08-21,2.01,2.15,+7
LOW,2019-05-22,1.33,1.22,-8.28
LOW,2019-02-27,0.77,0.8,+3.37
LOW,2018-11-20,0.98,1.04,+6.67
LOW,2018-08-22,2.02,2.07,+2.64
LOW,2018-05-23,1.22,1.19,-2.13
LOW,2018-02-28,0.87,0.74,-15.35
LOW,2017-11-21,1.02,1.05,+2.48
LOW,2017-08-23,1.61,1.57,-2.67
LOW,2017-05-24,1.06,1.03,-2.91
LOW,2017-03-01,0.79,0.86,+9.4
LOW,2016-11-16,0.96,0.88,-8.33
LOW,2016-08-17,1.42,1.37,-3.21
LOW,2016-05-18,0.85,0.87,+2.62
LOW,2016-02-24,0.59,0.59,-0.57
LOW,2015-11-18,0.78,0.8,+2.95
LOW,2015-08-19,1.24,1.2,-2.87
LOW,2015-05-20,0.74,0.7,-5.36
LOW,2015-02-25,0.43,0.46,+5.86
LOW,2014-11-19,0.58,0.59,+1.41
LOW,2014-08-20,1.02,1.04,+1.63
LOW,2014-05-21,0.6,0.58,-3.03
LOW,2014-02-26,0.31,0.31,+0.72
LOW,2013-11-20,0.48,0.47,-2.43
LOW,2013-08-21,0.79,0.88,+11.45
LOW,2013-05-22,0.51,0.49,-3.19
LOW,2013-02-25,0.23,0.26,+12.26
LOW,2012-11-19,0.35,0.4,+13.66
LOW,2012-08-20,0.7,0.65,-7.14
LOW,2012-05-21,0.42,0.44,+4.46
LOW,2012-02-27,0.24,0.29,+23.4
LOW,2011-11-14,0.33,0.35,+7.09
LOW,2011-08-15,0.66,0.68,+2.58
LOW,2011-05-16,0.36,0.34,-5.9
LOW,2011-02-23,0.18,0.21,+18.59
LOW,2010-11-15,0.3,0.31,+3.47
LOW,2010-08-16,0.59,0.58,-0.99
LOW,2010-05-17,0.31,0.34,+10.39
LOW,2010-02-22,0.12,0.14,+15.25
LOW,2009-11-16,0.24,0.24,+0.15
LOW,2009-08-17,0.54,0.53,-1.22
LOW,2009-05-18,0.25,0.32,+26.62
LOW,2009-02-20,0.12,0.11,-9.02
LOW,2008-11-17,0.28,0.33,+16.47
LOW,2008-08-18,0.56,0.64,+14.67
LOW,2008-05-19,0.4,0.41,+3.54
LOW,2008-02-25,0.25,0.28,+11.33
LOW,2007-11-19,0.41,0.43,+3.75
LOW,2007-08-20,0.61,0.67,+9.74
LOW,2007-05-21,0.49,0.48,-2.44
LOW,2007-02-23,0.37,0.4,+9.09
LOW,2006-11-20,0.43,0.46,+6.27
LOW,2006-08-21,0.61,0.6,-0.87
LOW,2006-05-22,0.47,0.53,+13.13
LOW,2006-02-27,0.4,0.44,+9.24
LOW,2005-11-14,0.39,0.41,+4.88
LOW,2005-08-15,0.51,0.53,+3.33
LOW,2005-05-16,0.38,0.37,-2.07
LOW,2005-02-23,0.3,0.32,+7.89
LOW,2004-11-15,0.33,0.33,+1.21
LOW,2004-08-16,0.45,0.45,-1.74
LOW,2004-05-17,0.27,0.28,+5.07
LOW,2004-02-23,0.25,0.25,+0.81
LOW,2003-11-17,0.27,0.28,+5.11
LOW,2003-08-18,0.35,0.38,+8.63
LOW,2003-05-19,0.26,0.27,+1.68
LOW,2003-02-24,0.17,0.2,+20.63
LOW,2002-11-18,0.2,0.22,+6.92
LOW,2002-08-19,0.27,0.3,+8.88
LOW,2002-05-20,0.18,0.22,+21.61
LOW,2002-02-25,0.13,0.14,+10.65
LOW,2001-11-19,0.15,0.16,+4.51
LOW,2001-08-20,0.2,0.21,+3.34
LOW,2001-05-21,0.14,0.14,+7.19
LOW,2001-02-26,0.09,0.05,-50.93
LOW,2000-11-13,0.13,0.13,+0.09
LRCX,2025-07-29,-,-,-
LRCX,2025-04-22,-,-,-
LRCX,2025-01-22,-,-,-
LRCX,2024-10-23,0.8,-,-
LRCX,2024-07-31,7.58,8.14,+7.42
LRCX,2024-04-24,7.3,7.79,+6.66
LRCX,2024-01-24,7.1,7.52,+5.85
LRCX,2023-10-18,6.12,6.85,+11.84
LRCX,2023-07-26,5.07,5.98,+17.95
LRCX,2023-04-19,6.54,6.99,+6.81
LRCX,2023-01-25,9.96,10.71,+7.52
LRCX,2022-10-19,9.54,10.42,+9.28
LRCX,2022-07-27,7.32,8.83,+20.57
LRCX,2022-04-20,7.51,7.4,-1.51
LRCX,2022-01-26,8.51,8.53,+0.18
LRCX,2021-10-20,8.21,8.36,+1.79
LRCX,2021-07-28,7.55,8.09,+7.17
LRCX,2021-04-21,6.62,7.49,+13.17
LRCX,2021-01-27,5.72,6.03,+5.33
LRCX,2020-10-21,5.2,5.67,+9.14
LRCX,2020-07-29,4.05,4.78,+18.09
LRCX,2020-04-22,3.98,3.98,-0.01
LRCX,2020-01-29,3.85,4.01,+4.15
LRCX,2019-10-23,3.01,3.18,+5.71
LRCX,2019-07-31,3.42,3.62,+5.73
LRCX,2019-04-24,3.38,3.7,+9.48
LRCX,2019-01-23,3.66,3.87,+5.64
LRCX,2018-10-16,3.22,3.36,+4.47
LRCX,2018-07-26,4.94,5.31,+7.49
LRCX,2018-04-17,4.38,4.79,+9.27
LRCX,2018-01-24,3.68,4.34,+17.79
LRCX,2017-10-17,3.28,3.46,+5.55
LRCX,2017-07-26,3.03,3.11,+2.76
LRCX,2017-04-18,2.55,2.8,+9.74
LRCX,2017-01-25,2.19,2.24,+2.08
LRCX,2016-10-19,1.78,1.81,+1.96
LRCX,2016-07-27,1.64,1.8,+9.64
LRCX,2016-04-20,1.1,1.18,+7.25
LRCX,2016-01-27,1.43,1.57,+10.08
LRCX,2015-10-21,1.71,1.82,+6.46
LRCX,2015-07-29,1.47,1.5,+1.79
LRCX,2015-04-20,1.3,1.4,+7.75
LRCX,2015-01-28,1.13,1.19,+5.47
LRCX,2014-10-22,0.93,0.96,+3.09
LRCX,2014-07-30,1.23,1.25,+1.31
LRCX,2014-04-23,1.17,1.26,+8.12
LRCX,2014-01-29,1.03,1.1,+6.7
LRCX,2013-10-23,0.71,0.81,+14.76
LRCX,2013-07-31,0.71,0.8,+12.38
LRCX,2013-04-24,0.37,0.44,+20.08
LRCX,2013-01-23,0.44,0.45,+1.66
LRCX,2012-10-17,0.41,0.53,+28.88
LRCX,2012-07-25,0.64,0.6,-5.64
LRCX,2012-04-18,0.46,0.5,+9.89
LRCX,2012-01-25,0.3,0.34,+14.23
LRCX,2011-10-19,0.65,0.63,-2.51
LRCX,2011-07-27,1.09,1.14,+4.37
LRCX,2011-04-20,1.36,1.45,+6.96
LRCX,2011-01-26,1.57,1.74,+11.02
LRCX,2010-10-20,1.38,1.52,+10.55
LRCX,2010-07-28,0.97,1.17,+21.03
LRCX,2010-04-21,0.82,0.94,+14.45
LRCX,2010-01-27,0.4,0.47,+16.72
LRCX,2009-10-21,-0.08,0.03,+139.67
LRCX,2009-07-29,-0.46,-0.45,+1.91
LRCX,2009-04-22,-0.66,-0.71,-7.58
LRCX,2009-01-28,-0.05,-0.09,-82.26
LRCX,2008-10-22,0.25,0.26,+6.12
LRCX,2008-07-29,0.4,0.6,+49.17
LRCX,2008-04-23,0.94,0.87,-7.79
LRCX,2008-03-31,1.03,0.91,-11.27
LRCX,2007-04-12,1.06,1.15,+8.06
LRCX,2007-01-17,1.11,1.15,+3.93
LRCX,2006-10-11,1.03,1.13,+9.98
LRCX,2006-07-19,0.83,0.96,+15.32
LRCX,2006-04-12,0.62,0.65,+5.01
LRCX,2006-01-18,0.38,0.55,+42.99
LRCX,2005-10-12,0.3,0.35,+16.48
LRCX,2005-07-20,0.44,0.47,+6.74
LRCX,2005-04-13,0.43,0.44,+2.56
LRCX,2005-01-20,0.53,0.59,+10.7
LRCX,2004-10-13,0.58,0.64,+9.49
LRCX,2004-07-21,0.26,0.37,+43.06
LRCX,2004-04-14,0.1,0.14,+33.75
LRCX,2004-01-21,0.05,0.07,+51.81
LRCX,2003-10-15,0.03,0.04,+42.86
LRCX,2003-07-23,0.02,0.02,-17.08
LRCX,2003-04-16,-,0.03,+715.22
LRCX,2003-01-22,-,0.02,-
LRCX,2002-10-17,-,0.02,+433.33
LRCX,2002-07-23,-0.07,-0.06,+17.81
LRCX,2002-04-17,-0.17,-0.12,+28.14
LRCX,2002-01-24,-,0.03,+1696.41
LRCX,2001-10-09,0.15,0.21,+37.81
LRCX,2001-07-25,0.14,0.28,+97.18
LRCX,2001-04-11,0.37,0.33,-9.96
LRCX,2001-01-23,0.52,0.58,+12.51
LRCX,2000-10-12,0.43,0.48,+11.2
LRCX,2000-07-26,0.43,0.45,+4.08
LRCX,2000-04-18,0.36,0.37,+2.6
LULU,2025-08-27,-,-,-
LULU,2025-06-03,-,-,-
LULU,2025-03-19,-,-,-
LULU,2024-12-05,2.68,-,-
LULU,2024-08-29,2.93,3.15,+7.52
LULU,2024-06-05,2.38,2.54,+6.59
LULU,2024-03-21,5,5.29,+5.72
LULU,2023-12-07,2.28,2.53,+10.9
LULU,2023-08-31,2.54,2.68,+5.38
LULU,2023-06-01,1.98,2.28,+15.39
LULU,2023-03-28,4.26,4.4,+3.29
LULU,2022-12-08,1.97,2,+1.57
LULU,2022-09-01,1.87,2.2,+17.75
LULU,2022-06-02,1.43,1.48,+3.28
LULU,2022-03-29,3.28,3.37,+2.77
LULU,2021-12-09,1.41,1.62,+14.79
LULU,2021-09-08,1.19,1.65,+38.43
LULU,2021-06-03,0.91,1.16,+27.61
LULU,2021-03-30,2.49,2.58,+3.65
LULU,2020-12-10,0.88,1.16,+32.31
LULU,2020-09-08,0.55,0.69,+24.42
LULU,2020-06-11,0.23,0.22,-5.06
LULU,2020-03-26,2.24,2.28,+1.85
LULU,2019-12-11,0.93,0.96,+2.7
LULU,2019-09-05,0.89,0.96,+7.99
LULU,2019-06-12,0.7,0.74,+5.32
LULU,2019-03-27,1.74,1.85,+6.15
LULU,2018-12-06,0.7,0.75,+7.88
LULU,2018-08-30,0.49,0.71,+43.88
LULU,2018-05-31,0.46,0.55,+19.64
LULU,2018-03-27,1.27,1.33,+4.87
LULU,2017-12-06,0.52,0.56,+7.23
LULU,2017-08-31,0.35,0.39,+11.01
LULU,2017-06-01,0.27,0.32,+16.54
LULU,2017-03-29,1.01,1,-0.75
LULU,2016-12-07,0.43,0.47,+8.81
LULU,2016-09-01,0.38,0.38,-0.47
LULU,2016-06-08,0.31,0.3,-1.98
LULU,2016-03-30,0.8,0.85,+6.49
LULU,2015-12-09,0.37,0.35,-6.25
LULU,2015-09-10,0.33,0.34,+1.86
LULU,2015-06-09,0.33,0.34,+3
LULU,2015-03-26,0.73,0.78,+7.18
LULU,2014-12-11,0.38,0.42,+10.68
LULU,2014-09-11,0.29,0.33,+13.32
LULU,2014-06-12,0.32,0.34,+5.16
LULU,2014-03-27,0.72,0.75,+4.28
LULU,2013-12-12,0.41,0.45,+9.8
LULU,2013-09-12,0.35,0.39,+11.04
LULU,2013-06-10,0.3,0.32,+5.96
LULU,2013-03-21,0.74,0.75,+1.43
LULU,2012-12-06,0.37,0.39,+6.29
LULU,2012-09-07,0.31,0.34,+9.24
