symbol,earnings_date,eps_estimate,reported_eps,surprise
ADSK,2010-08-12,0.27,0.36,+32.11
ADSK,2010-05-19,0.22,0.29,+29.06
ADSK,2010-02-23,0.23,0.3,+30.79
ADSK,2009-11-17,0.23,0.27,+19.69
ADSK,2009-08-13,0.19,0.24,+29.03
ADSK,2009-05-21,0.08,0.18,+137.22
ADSK,2009-02-26,0.21,0.31,+51.22
ADSK,2008-11-20,0.53,0.56,+4.85
ADSK,2008-08-14,0.52,0.56,+8.21
ADSK,2008-05-15,0.48,0.5,+4.77
ADSK,2008-02-26,0.54,0.52,-3.39
ADSK,2007-11-15,0.47,0.49,+3.4
ADSK,2007-08-16,0.43,0.44,+2.75
ADSK,2007-06-08,0.44,0.44,-0.66
ADSK,2007-06-04,0.46,0.46,+0.13
ADSK,2006-05-18,0.31,0.32,+2.4
ADSK,2006-02-28,0.35,0.37,+6.05
ADSK,2005-11-17,0.3,0.31,+4.33
ADSK,2005-08-18,0.24,0.29,+20.26
ADSK,2005-05-19,0.28,0.3,+6.8
ADSK,2005-02-22,0.28,0.3,+6.83
ADSK,2004-11-18,0.17,0.38,+120.53
ADSK,2004-08-19,0.15,0.34,+129.73
ADSK,2004-05-18,0.15,0.41,+172.43
ADSK,2004-02-26,0.15,0.45,+205.66
ADSK,2003-11-20,0.07,0.2,+179.72
ADSK,2003-08-21,0.05,0.11,+124.49
ADSK,2003-05-22,0.02,0.07,+207.29
ADSK,2003-02-25,0.03,0.04,+29.63
ADSK,2002-11-21,0.02,0.03,+14.26
ADSK,2002-08-15,0.05,0.07,+23.81
ADSK,2002-05-16,0.07,0.08,+9.8
ADSK,2002-02-21,0.13,0.16,+28.9
ADSK,2001-11-15,0.09,0.09,+2.3
ADSK,2001-08-16,0.12,0.13,+13.06
ADSK,2001-05-17,0.12,0.14,+20.84
ADSK,2001-02-22,0.13,0.14,+10.83
ADSK,2000-11-16,0.08,0.1,+12.59
ADSK,2000-08-17,0.1,0.11,+7.5
ADSK,2000-05-18,0.11,0.12,+8.6
AMAT,2025-08-13,-,-,-
AMAT,2025-05-14,-,-,-
AMAT,2025-02-13,-,-,-
AMAT,2024-11-14,2.19,-,-
AMAT,2024-08-15,2.02,2.12,+4.76
AMAT,2024-05-16,1.99,2.09,+5.07
AMAT,2024-02-15,1.91,2.13,+11.77
AMAT,2023-11-16,2,2.12,+6.1
AMAT,2023-08-17,1.74,1.9,+9.18
AMAT,2023-05-18,1.84,2,+8.75
AMAT,2023-02-16,1.93,2.03,+5.04
AMAT,2022-11-17,1.73,2.03,+17.51
AMAT,2022-08-18,1.79,1.94,+8.15
AMAT,2022-05-19,1.9,1.85,-2.66
AMAT,2022-02-16,1.85,1.89,+1.89
AMAT,2021-11-18,1.95,1.94,-0.69
AMAT,2021-08-19,1.77,1.9,+7.17
AMAT,2021-05-20,1.51,1.63,+7.91
AMAT,2021-02-18,1.28,1.39,+8.91
AMAT,2020-11-12,1.17,1.25,+6.73
AMAT,2020-08-13,0.95,1.06,+11.22
AMAT,2020-05-14,0.94,0.89,-5.08
AMAT,2020-02-12,0.93,0.98,+5.86
AMAT,2019-11-14,0.76,0.8,+5.37
AMAT,2019-08-15,0.7,0.74,+5.55
AMAT,2019-05-16,0.66,0.7,+6.21
AMAT,2019-02-14,0.79,0.81,+2.41
AMAT,2018-11-15,0.97,0.97,+0.42
AMAT,2018-08-16,1.17,1.2,+2.8
AMAT,2018-05-17,1.14,1.22,+6.98
AMAT,2018-02-14,0.98,1.06,+8.1
AMAT,2017-11-16,0.91,0.93,+2.66
AMAT,2017-08-17,0.84,0.86,+2.91
AMAT,2017-05-18,0.76,0.79,+3.55
AMAT,2017-02-15,0.66,0.67,+1.91
AMAT,2016-11-17,0.65,0.66,+0.93
AMAT,2016-08-18,0.48,0.5,+5.06
AMAT,2016-05-19,0.32,0.34,+6.69
AMAT,2016-02-18,0.25,0.26,+2.49
AMAT,2015-11-12,0.29,0.29,+0.76
AMAT,2015-08-13,0.33,0.33,-0.21
AMAT,2015-05-14,0.28,0.29,+4.39
AMAT,2015-02-11,0.27,0.27,+0.45
AMAT,2014-11-13,0.27,0.27,+0.45
AMAT,2014-08-14,0.27,0.28,+3.83
AMAT,2014-05-15,0.28,0.28,+0.85
AMAT,2014-02-12,0.22,0.23,+2.55
AMAT,2013-11-14,0.18,0.19,+5.23
AMAT,2013-08-15,0.19,0.18,-6.58
AMAT,2013-05-16,0.13,0.16,+22.48
AMAT,2013-02-13,0.03,0.06,+88.21
AMAT,2012-11-15,0.03,0.06,+89.45
AMAT,2012-08-15,0.22,0.24,+9.88
AMAT,2012-05-17,0.24,0.27,+13.06
AMAT,2012-02-17,0.12,0.18,+45.95
AMAT,2011-11-16,0.19,0.21,+8.25
AMAT,2011-08-24,0.33,0.35,+5.26
AMAT,2011-05-24,0.37,0.38,+2.85
AMAT,2011-02-24,0.33,0.36,+9.92
AMAT,2010-11-17,0.31,0.36,+17.03
AMAT,2010-08-18,0.25,0.29,+14.17
AMAT,2010-05-19,0.21,0.22,+4.51
AMAT,2010-02-17,0.13,0.13,-3.14
AMAT,2009-11-11,0.03,0.11,+280.75
AMAT,2009-08-11,-0.08,-0.03,+62.5
AMAT,2009-05-12,-0.1,-0.12,-19.01
AMAT,2009-02-10,-,-0.02,-2005.26
AMAT,2008-11-12,0.14,0.18,+26.69
AMAT,2008-08-12,0.14,0.14,+2.34
AMAT,2008-05-13,0.22,0.24,+10.93
AMAT,2008-02-12,0.2,0.23,+14.05
AMAT,2007-11-14,0.29,0.3,+4.63
AMAT,2007-08-14,0.32,0.35,+10.93
AMAT,2007-05-15,0.28,0.34,+20.14
AMAT,2007-02-13,0.27,0.28,+3.32
AMAT,2006-11-15,0.31,0.3,-3.01
AMAT,2006-08-15,0.3,0.32,+7.16
AMAT,2006-05-16,0.23,0.26,+11.68
AMAT,2006-02-15,0.16,0.17,+7.21
AMAT,2005-11-16,0.14,0.17,+19.11
AMAT,2005-08-16,0.14,0.14,+0.93
AMAT,2005-05-17,0.17,0.18,+6.08
AMAT,2005-02-15,0.16,0.17,+9.34
AMAT,2004-11-17,0.26,0.27,+3.99
AMAT,2004-08-17,0.25,0.26,+5.6
AMAT,2004-05-18,0.19,0.22,+16.01
AMAT,2004-02-18,0.08,0.12,+47.95
AMAT,2003-11-12,0.05,0.06,+13.29
AMAT,2003-08-12,0.04,0.05,+34.41
AMAT,2003-05-13,0.02,0.03,+82.93
AMAT,2003-02-11,0.02,-,-100
AMAT,2002-11-13,0.08,0.09,+16.26
AMAT,2002-08-13,0.05,0.07,+35
AMAT,2002-05-14,0.02,0.03,+78.04
AMAT,2002-02-12,-,0.01,+531.03
AMAT,2001-11-14,0.02,0.02,-22.68
AMAT,2001-08-14,0.01,0.03,+107.64
AMAT,2001-05-15,0.16,0.16,-2.18
AMAT,2001-02-13,0.31,0.33,+4.99
AMAT,2000-11-15,0.38,0.39,+1.81
AMD,2025-07-28,-,-,-
AMD,2025-04-28,-,-,-
AMD,2025-01-28,-,-,-
AMD,2024-10-29,0.91,-,-
AMD,2024-07-30,0.68,0.69,+2.04
AMD,2024-04-30,0.61,0.62,+1.75
AMD,2024-01-30,0.77,0.77,-0.32
AMD,2023-10-31,0.68,0.7,+3.44
AMD,2023-08-01,0.57,0.58,+1.49
AMD,2023-05-02,0.56,0.6,+6.36
AMD,2023-01-31,0.67,0.69,+3.28
AMD,2022-11-01,0.68,0.67,-2.15
AMD,2022-08-02,1.03,1.05,+1.62
AMD,2022-05-03,0.91,1.13,+24.18
AMD,2022-02-01,0.76,0.92,+21.36
AMD,2021-10-26,0.67,0.73,+9.02
AMD,2021-07-27,0.54,0.63,+16
AMD,2021-04-27,0.44,0.52,+18.15
AMD,2021-01-26,0.47,0.52,+10.41
AMD,2020-10-27,0.36,0.41,+15.06
AMD,2020-07-28,0.16,0.18,+10.09
AMD,2020-04-28,0.18,0.18,+0.09
AMD,2020-01-28,0.31,0.32,+4.37
AMD,2019-10-29,0.18,0.18,-1.69
AMD,2019-07-30,0.08,0.08,+3.9
AMD,2019-04-30,0.05,0.06,+16.75
AMD,2019-01-29,0.08,0.08,-2.39
AMD,2018-10-24,0.12,0.13,+4.56
AMD,2018-07-25,0.13,0.14,+11.64
AMD,2018-04-25,0.09,0.11,+23.94
AMD,2018-01-30,0.05,0.08,+62.5
AMD,2017-10-24,0.08,0.1,+32.28
AMD,2017-07-25,-,0.02,+7792.31
AMD,2017-05-01,-0.04,-0.04,+3.66
AMD,2017-01-31,-0.02,-0.01,+35.73
AMD,2016-10-20,-,0.03,+671.21
AMD,2016-07-21,-0.08,-0.05,+40
AMD,2016-04-21,-0.13,-0.12,+6.09
AMD,2016-01-19,-0.1,-0.1,+1.31
AMD,2015-10-15,-0.12,-0.17,-46.67
AMD,2015-07-16,-0.17,-0.17,-2.48
AMD,2015-04-16,-0.05,-0.09,-73.08
AMD,2015-01-20,0.01,-,-100
AMD,2014-10-16,0.04,0.03,-29.25
AMD,2014-07-17,0.03,0.02,-20.79
AMD,2014-04-17,-,0.02,+400
AMD,2014-01-21,0.05,0.06,+14.29
AMD,2013-10-17,0.02,0.04,+86.57
AMD,2013-07-18,-0.12,-0.09,+27.8
AMD,2013-04-18,-0.18,-0.13,+25.92
AMD,2013-01-22,-0.2,-0.14,+30.66
AMD,2012-10-18,-0.15,-0.2,-32.29
AMD,2012-07-19,0.07,0.06,-14.32
AMD,2012-04-19,0.09,0.12,+27.27
AMD,2012-01-24,0.16,0.19,+19.58
AMD,2011-10-27,0.1,0.15,+49.69
AMD,2011-07-21,0.08,0.09,+15.7
AMD,2011-04-21,0.05,0.08,+50.72
AMD,2011-01-20,0.11,0.14,+26.32
AMD,2010-10-14,0.06,0.15,+137.34
AMD,2010-07-15,0.06,0.11,+76.28
AMD,2010-04-15,-0.04,0.09,+300
AMD,2010-01-21,-0.18,1.52,+967.28
AMD,2009-10-15,-0.42,-0.18,+57.02
AMD,2009-07-21,-0.47,-0.49,-4.18
AMD,2009-04-21,-0.66,-0.66,+0.62
AMD,2009-01-22,-0.54,-0.69,-27.61
AMD,2008-10-16,-0.4,0.13,+132.31
AMD,2008-07-17,-0.52,-0.6,-15.63
AMD,2008-04-17,-0.51,-0.51,-0.07
AMD,2008-01-17,-0.36,-0.17,+52.83
AMD,2007-10-18,-0.62,-0.49,+20.92
AMD,2007-07-19,-0.85,-0.95,-12.19
AMD,2007-04-19,-0.48,-0.9,-86.07
AMD,2007-01-23,0.1,-0.04,-140.63
AMD,2006-10-18,0.24,0.27,+14.08
AMD,2006-07-20,0.22,0.18,-16.79
AMD,2006-04-12,0.29,0.38,+29.55
AMD,2006-01-18,0.26,0.45,+75.1
AMD,2005-10-11,0.08,0.18,+113.07
AMD,2005-07-13,-0.05,0.03,+156.13
AMD,2005-04-13,0.02,-0.04,-279.69
AMD,2005-01-18,0.08,0.05,-36.71
AMD,2004-10-07,0.12,0.12,-1.82
AMD,2004-07-14,0.09,0.09,-3.82
AMD,2004-04-14,0.04,0.12,+242.86
AMD,2004-01-20,0.04,0.12,+223.1
AMD,2003-10-16,-0.36,-0.09,+75.29
AMD,2003-07-16,-0.53,-0.4,+24.23
AMD,2003-04-16,-0.48,-0.42,+13.13
AMD,2003-01-16,-0.42,-0.68,-60.57
AMD,2002-10-16,-0.67,-0.74,-10.63
AMD,2002-07-17,-0.45,-0.54,-20.89
AMD,2002-04-17,-0.06,-0.03,+50
AMD,2002-01-16,-0.18,-0.05,+72.31
AMD,2001-10-17,-0.28,-0.28,+1.6
AMD,2001-07-12,0.04,0.05,+27.45
AMD,2001-04-18,0.33,0.37,+11.34
AMD,2001-01-17,0.55,0.53,-3.17
AMD,2000-10-11,0.62,0.64,+2.84
AMGN,2025-08-04,-,-,-
AMGN,2025-04-30,-,-,-
AMGN,2025-02-04,-,-,-
AMGN,2024-10-30,5.11,-,-
AMGN,2024-08-06,5.01,4.97,-0.71
AMGN,2024-05-02,3.87,3.96,+2.32
AMGN,2024-02-06,4.61,4.71,+2.27
AMGN,2023-10-31,4.67,4.96,+6.16
AMGN,2023-08-03,4.49,5,+11.3
AMGN,2023-04-27,3.85,3.98,+3.45
AMGN,2023-01-31,4.1,4.09,-0.13
AMGN,2022-11-03,4.44,4.7,+5.88
AMGN,2022-08-04,4.4,4.65,+5.76
AMGN,2022-04-27,4.09,4.25,+3.79
AMGN,2022-02-07,4.08,4.36,+6.9
AMGN,2021-11-02,4.27,4.67,+9.31
AMGN,2021-08-03,4.09,4.38,+7.08
AMGN,2021-04-27,4.05,3.7,-8.55
AMGN,2021-02-02,3.39,3.81,+12.38
AMGN,2020-10-28,3.81,4.37,+14.83
AMGN,2020-07-28,3.82,4.25,+11.11
AMGN,2020-04-30,3.76,4.17,+10.83
AMGN,2020-01-30,3.47,3.64,+5.04
AMGN,2019-10-29,3.53,3.66,+3.76
AMGN,2019-07-30,3.59,3.97,+10.64
AMGN,2019-04-30,3.48,3.56,+2.4
AMGN,2019-01-29,3.27,3.42,+4.49
AMGN,2018-10-30,3.45,3.69,+6.92
AMGN,2018-07-26,3.54,3.83,+8.1
AMGN,2018-04-24,3.23,3.47,+7.27
AMGN,2018-02-01,3.03,2.89,-4.68
AMGN,2017-10-25,3.11,3.27,+5.14
AMGN,2017-07-25,3.11,3.27,+5.09
AMGN,2017-04-26,3,3.15,+4.85
AMGN,2017-02-02,2.79,2.89,+3.67
AMGN,2016-10-27,2.79,3.02,+8.09
AMGN,2016-07-27,2.74,2.84,+3.75
AMGN,2016-04-28,2.6,2.9,+11.51
AMGN,2016-01-28,2.29,2.61,+13.79
AMGN,2015-10-28,2.38,2.72,+14.41
AMGN,2015-07-30,2.43,2.57,+5.91
AMGN,2015-04-21,2.1,2.48,+18.22
AMGN,2015-01-27,2.05,2.16,+5.3
AMGN,2014-10-27,2.11,2.3,+8.83
AMGN,2014-07-29,2.07,2.37,+14.74
AMGN,2014-04-22,1.94,1.87,-3.64
AMGN,2014-01-28,1.68,1.82,+8.05
AMGN,2013-10-22,1.77,1.94,+9.54
AMGN,2013-07-30,1.74,1.89,+8.54
AMGN,2013-04-23,1.84,1.96,+6.8
AMGN,2013-01-23,1.38,1.4,+1.45
AMGN,2012-10-23,1.47,1.67,+13.27
AMGN,2012-07-26,1.54,1.83,+18.63
AMGN,2012-04-24,1.45,1.61,+10.67
AMGN,2012-01-26,1.22,1.21,-1.17
AMGN,2011-10-24,1.29,1.4,+8.13
AMGN,2011-07-29,1.28,1.37,+6.67
AMGN,2011-04-20,1.29,1.34,+3.85
AMGN,2011-01-24,1.11,1.17,+5.52
AMGN,2010-10-25,1.27,1.36,+7.34
AMGN,2010-07-29,1.3,1.38,+6.31
AMGN,2010-04-21,1.23,1.3,+5.48
AMGN,2010-01-25,1.12,1.05,-5.9
AMGN,2009-10-21,1.27,1.49,+17.6
AMGN,2009-07-27,1.16,1.29,+10.82
AMGN,2009-04-23,1.15,1.08,-5.7
AMGN,2009-01-26,1.07,1.06,-0.54
AMGN,2008-10-22,1.08,1.23,+13.42
AMGN,2008-07-28,1.02,1.14,+11.94
AMGN,2008-04-24,1.04,1.12,+7.33
AMGN,2008-01-24,0.97,1,+3.15
AMGN,2007-10-24,1.03,1.08,+4.6
AMGN,2007-07-26,1.06,1.12,+5.43
AMGN,2007-04-23,1.08,1.08,+0.04
AMGN,2007-01-25,0.95,0.9,-4.93
AMGN,2006-10-23,0.98,1.04,+6.52
AMGN,2006-07-20,0.94,1.05,+11.7
AMGN,2006-04-18,0.89,0.91,+2.06
AMGN,2006-01-26,0.76,0.75,-0.68
AMGN,2005-10-19,0.82,0.85,+3.05
AMGN,2005-07-19,0.72,0.88,+21.98
AMGN,2005-04-21,0.67,0.72,+6.95
AMGN,2005-01-27,0.61,0.58,-5.64
AMGN,2004-10-20,0.62,0.64,+2.54
AMGN,2004-07-22,0.6,0.62,+4.01
AMGN,2004-04-22,0.55,0.57,+3.04
AMGN,2004-01-22,0.48,0.46,-3.63
AMGN,2003-10-21,0.51,0.53,+4.29
AMGN,2003-07-22,0.46,0.49,+6.87
AMGN,2003-04-22,0.39,0.42,+6.52
AMGN,2003-01-23,0.35,0.35,-0.68
AMGN,2002-10-23,0.32,0.34,+7.74
AMGN,2002-07-24,0.35,0.38,+9.61
AMGN,2002-04-25,0.32,0.32,+1
AMGN,2002-01-23,0.31,0.3,-1.76
AMGN,2001-10-25,0.29,0.3,+2.04
AMGN,2001-07-26,0.28,0.3,+6.04
AMGN,2001-04-26,0.27,0.28,+4.09
AMGN,2001-01-24,0.25,0.24,-4.86
AMGN,2000-10-26,0.27,0.29,+8.92
AMZN,2025-07-30,-,-,-
AMZN,2025-04-28,-,-,-
AMZN,2025-01-30,-,-,-
AMZN,2024-10-24,1.14,-,-
AMZN,2024-08-01,1.03,1.26,+22.58
AMZN,2024-04-30,0.83,0.98,+17.91
AMZN,2024-02-01,0.8,1,+24.55
AMZN,2023-10-26,0.58,0.94,+60.85
AMZN,2023-08-03,0.35,0.65,+85.73
AMZN,2023-04-27,0.21,0.31,+46.36
AMZN,2023-02-02,0.18,0.25,+42.56
AMZN,2022-10-27,0.22,0.17,-21.08
AMZN,2022-07-28,0.14,0.18,+24.9
AMZN,2022-04-28,0.42,0.37,-11.7
AMZN,2022-02-03,0.18,0.29,+62.48
AMZN,2021-10-28,0.45,0.31,-31.39
AMZN,2021-07-29,0.62,0.76,+22.91
AMZN,2021-04-29,0.48,0.79,+65.48
AMZN,2021-02-02,0.36,0.7,+94.84
AMZN,2020-10-29,0.37,0.62,+66.95
AMZN,2020-07-30,0.07,0.52,+605.29
AMZN,2020-04-30,0.31,0.25,-19.83
AMZN,2020-01-30,0.2,0.32,+60.62
AMZN,2019-10-24,0.23,0.21,-8.43
AMZN,2019-07-25,0.28,0.26,-6.27
AMZN,2019-04-25,0.24,0.35,+50.11
AMZN,2019-01-31,0.28,0.3,+6.34
AMZN,2018-10-25,0.16,0.29,+82.98
AMZN,2018-07-26,0.13,0.25,+99.84
AMZN,2018-04-26,0.06,0.16,+159.65
AMZN,2018-02-01,0.09,0.11,+17.33
AMZN,2017-10-26,-,0.03,+1656.76
AMZN,2017-07-27,0.07,0.02,-71.81
AMZN,2017-04-27,0.05,0.07,+36.46
AMZN,2017-02-02,0.07,0.08,+14.35
AMZN,2016-10-27,0.04,0.03,-33.25
AMZN,2016-07-28,0.06,0.09,+60.65
AMZN,2016-04-28,0.03,0.05,+81.42
AMZN,2016-01-28,0.08,0.05,-36.36
AMZN,2015-10-22,-0.01,0.01,+225.37
AMZN,2015-07-23,-0.01,0.01,+237.28
AMZN,2015-04-23,-0.01,-0.01,+1.96
AMZN,2015-01-29,0.01,0.02,+168.18
AMZN,2014-10-23,-0.04,-0.05,-29.25
AMZN,2014-07-24,-0.01,-0.01,-85.44
AMZN,2014-04-24,0.01,0.01,+0.88
AMZN,2014-01-30,0.03,0.03,-22.94
AMZN,2013-10-24,-,-,-2.27
AMZN,2013-07-25,-,-,-137.31
AMZN,2013-04-25,-,0.01,+130.77
AMZN,2013-01-29,0.01,0.01,-24.62
AMZN,2012-10-25,-,-0.01,-191.14
AMZN,2012-07-26,-,0.01,+555.74
AMZN,2012-04-26,-,0.01,+293.26
AMZN,2012-01-31,0.01,0.02,+127
AMZN,2011-10-25,0.01,0.01,-42.67
AMZN,2011-07-26,0.02,0.02,+17.28
AMZN,2011-04-26,0.03,0.02,-27.32
AMZN,2011-01-27,0.04,0.05,+3.03
AMZN,2010-10-21,0.02,0.03,+7.28
AMZN,2010-07-22,0.03,0.02,-16.45
AMZN,2010-04-22,0.03,0.03,+9.05
AMZN,2010-01-28,0.04,0.04,+17.96
AMZN,2009-10-22,0.02,0.02,+34.57
AMZN,2009-07-23,0.02,0.02,+2.17
AMZN,2009-04-23,0.02,0.02,+32.6
AMZN,2009-01-29,0.02,0.03,+33.2
AMZN,2008-10-22,0.01,0.01,+9.67
AMZN,2008-07-23,0.01,0.02,+42.09
AMZN,2008-04-23,0.02,0.02,+5.13
AMZN,2008-01-30,0.02,0.02,+0.67
AMZN,2007-10-23,0.01,0.01,+4.74
AMZN,2007-07-24,0.01,0.01,+20.41
AMZN,2007-04-24,0.01,0.01,+68.61
AMZN,2007-02-01,0.01,0.01,+8.8
AMZN,2006-10-24,-,-,+50.6
AMZN,2006-07-25,-,-,-22.84
AMZN,2006-04-25,0.01,0.01,+2.39
AMZN,2006-02-02,0.01,0.02,+120.86
AMZN,2005-10-25,-,-,-29.44
AMZN,2005-07-26,0.01,0.01,+13.85
AMZN,2005-04-26,0.01,0.01,-20.91
AMZN,2005-02-02,0.02,0.02,-12.19
AMZN,2004-10-21,0.01,0.01,-4.28
AMZN,2004-07-22,0.01,0.01,-5.06
AMZN,2004-04-22,0.01,0.01,+16.87
AMZN,2004-01-27,0.01,0.01,+0.21
AMZN,2003-10-21,-,0.01,+12.7
AMZN,2003-07-22,-,0.01,+64.47
AMZN,2003-04-24,-,0.01,+136.97
AMZN,2003-01-23,0.01,0.01,+32.87
AMZN,2002-10-24,-,-,+100
AMZN,2002-07-23,-,-,+82.01
AMZN,2002-04-23,-,-,+89.2
AMZN,2002-01-22,-,-,+231.2
AMZN,2001-10-23,-0.01,-0.01,+0.25
AMZN,2001-07-23,-0.01,-0.01,+27.14
AMZN,2001-04-24,-0.01,-0.01,+17.39
AMZN,2001-01-30,-0.01,-0.01,+2.57
AMZN,2000-10-24,-0.01,-0.01,+12.95
ANET,2025-07-28,-,-,-
ANET,2025-05-05,-,-,-
ANET,2025-02-10,-,-,-
ANET,2024-11-07,2.08,-,-
ANET,2024-07-30,1.95,2.1,+7.87
ANET,2024-05-07,1.74,1.99,+14.29
ANET,2024-02-12,1.7,2.08,+22.14
ANET,2023-10-30,1.58,1.83,+15.77
ANET,2023-07-31,1.44,1.58,+9.89
ANET,2023-05-01,1.34,1.43,+6.44
ANET,2023-02-13,1.21,1.41,+16.31
ANET,2022-10-31,1.04,1.25,+19.86
ANET,2022-08-01,0.91,1.08,+18.38
ANET,2022-05-02,0.81,0.84,+3.79
ANET,2022-02-14,0.73,0.82,+11.97
ANET,2021-11-01,0.68,0.74,+8.58
ANET,2021-08-02,0.64,0.68,+6.96
ANET,2021-05-04,0.6,0.63,+4.98
ANET,2021-02-18,0.6,0.62,+4.19
ANET,2020-11-02,0.55,0.61,+9.52
ANET,2020-08-04,0.49,0.53,+8.43
ANET,2020-05-05,0.45,0.51,+11.61
ANET,2020-02-13,0.52,0.57,+9.24
ANET,2019-10-31,0.6,0.67,+11.42
ANET,2019-08-01,0.55,0.61,+10.91
ANET,2019-05-02,0.52,0.58,+11.46
ANET,2019-02-14,0.52,0.56,+8.98
ANET,2018-11-01,0.46,0.53,+14.95
ANET,2018-08-02,0.42,0.48,+13.66
ANET,2018-05-03,0.38,0.42,+10.09
ANET,2018-02-15,0.35,0.43,+21.18
ANET,2017-11-02,0.3,0.41,+36.29
ANET,2017-08-03,0.24,0.34,+41.37
ANET,2017-05-04,0.21,0.23,+8.47
ANET,2017-02-16,0.2,0.26,+27.09
ANET,2016-11-03,0.18,0.21,+14.05
ANET,2016-08-04,0.17,0.19,+10.13
ANET,2016-05-05,0.15,0.17,+12.72
ANET,2016-02-18,0.15,0.2,+30.79
ANET,2015-11-05,0.13,0.15,+10.69
ANET,2015-08-06,0.12,0.14,+16.27
ANET,2015-05-14,0.09,0.13,+34.12
ANET,2015-02-19,0.1,0.13,+38.24
ANET,2014-11-06,0.07,0.1,+40.73
ANET,2014-08-07,0.03,0.09,+172.84
AON,2025-07-24,-,-,-
AON,2025-04-24,-,-,-
AON,2025-02-03,-,-,-
AON,2024-10-25,2.48,-,-
AON,2024-07-26,3.08,2.93,-4.94
AON,2024-04-26,5.91,5.66,-4.29
AON,2024-02-02,4.06,3.89,-4.29
AON,2023-10-27,2.21,2.32,+4.82
AON,2023-07-28,2.84,2.76,-2.75
AON,2023-04-28,5.32,5.17,-2.82
AON,2023-02-03,3.65,3.89,+6.43
AON,2022-10-28,1.99,2.02,+1.27
AON,2022-07-29,2.56,2.63,+2.88
AON,2022-04-29,4.81,4.83,+0.38
AON,2022-02-04,3.35,3.71,+10.77
AON,2021-10-29,1.7,1.74,+2.1
AON,2021-07-30,1.86,2.29,+23.39
AON,2021-04-30,4.05,4.28,+5.72
AON,2021-02-05,2.46,2.62,+6.55
AON,2020-10-30,1.49,1.53,+2.72
AON,2020-07-31,1.93,1.96,+1.58
AON,2020-05-01,3.66,3.68,+0.51
AON,2020-01-31,2.47,2.53,+2.33
AON,2019-10-25,1.43,1.45,+1.42
AON,2019-07-26,1.87,1.87,-0.01
AON,2019-04-26,3.31,3.31,+0.13
AON,2019-02-01,2.13,2.16,+1.41
AON,2018-10-26,1.22,1.3,+6.54
AON,2018-07-27,1.64,1.71,+4.09
AON,2018-05-04,2.81,2.97,+5.59
AON,2018-02-02,2.35,2.35,+0.13
AON,2017-10-27,1.28,1.29,+1.05
AON,2017-08-04,1.45,1.45,-0.06
AON,2017-05-09,1.29,1.45,+12.76
AON,2017-02-10,2.49,2.56,+2.69
AON,2016-10-28,1.27,1.29,+1.58
AON,2016-07-29,1.39,1.39,+0.1
AON,2016-04-29,1.33,1.35,+1.8
AON,2016-02-05,2.08,2.27,+8.88
AON,2015-10-30,1.24,1.24,+0.18
AON,2015-07-31,1.29,1.31,+1.29
AON,2015-05-01,1.28,1.37,+7.11
AON,2015-02-06,1.86,1.89,+1.55
AON,2014-10-31,1.12,1.29,+15.1
AON,2014-07-25,1.2,1.25,+3.87
AON,2014-04-25,1.18,1.28,+8.7
AON,2014-01-31,1.51,1.54,+1.89
AON,2013-10-25,1.08,1.13,+4.99
AON,2013-07-26,1.11,1.11,+0.35
AON,2013-04-26,1.1,1.11,+0.65
AON,2013-02-01,1.26,1.27,+0.83
AON,2012-10-26,0.89,0.95,+6.39
AON,2012-07-27,1.01,1.02,+0.82
AON,2012-05-04,1.06,0.98,-7.43
AON,2012-02-03,0.96,0.97,+0.73
AON,2011-10-28,0.73,0.69,-4.94
AON,2011-07-29,0.82,0.83,+1
AON,2011-04-29,0.8,0.8,-0.29
AON,2011-02-04,0.82,0.84,+3.07
AON,2010-10-29,0.66,0.61,-7.79
AON,2010-07-30,0.75,0.81,+8.39
AON,2010-04-30,0.81,0.83,+2.47
AON,2010-02-05,0.81,0.96,+17.88
AON,2009-10-30,0.66,0.65,-1.52
AON,2009-07-30,0.74,0.76,+2.53
AON,2009-05-01,0.88,0.76,-13.37
AON,2009-02-06,0.78,0.81,+3.37
AON,2008-10-31,0.63,0.69,+8.91
AON,2008-07-31,0.69,0.71,+2.6
AON,2008-05-01,0.62,0.71,+14.89
AON,2008-02-07,0.66,0.69,+3.92
AON,2007-10-31,0.59,0.7,+18.64
AON,2007-07-31,0.67,0.74,+9.81
AON,2007-05-03,0.66,0.7,+6.54
AON,2007-02-08,0.63,0.67,+6.35
AON,2006-11-01,0.48,0.43,-10.7
AON,2006-08-03,0.6,0.61,+1.02
AON,2006-05-04,0.63,0.59,-6.94
AON,2006-02-09,0.57,0.67,+18.34
AON,2005-11-03,0.45,0.43,-5.37
AON,2005-08-02,0.48,0.58,+21.85
AON,2005-05-03,0.46,0.59,+29.01
AON,2005-02-08,0.45,0.57,+26.67
AON,2004-10-28,0.49,0.36,-26.21
AON,2004-08-04,0.52,0.54,+3.68
AON,2004-05-03,0.56,0.6,+7.14
AON,2004-02-10,0.55,0.67,+22.22
AON,2003-11-04,0.45,0.36,-19.68
AON,2003-08-06,0.45,0.46,+2.98
AON,2003-05-05,0.47,0.48,+3
AON,2003-02-12,0.54,0.57,+5.38
AON,2002-10-31,0.44,0.42,-4.91
AON,2002-08-07,0.5,0.13,-73.9
